tags,val/llrmse_climax,test/ssp245_AWI-CM-1-1-MR/pr/llrmse_climax,test/ssp245_AWI-CM-1-1-MR/tas/llrmse_climax,test/ssp245_AWI-CM-1-1-MR/llrmse_climax,test/ssp245_BCC-CSM2-MR/pr/llrmse_climax,test/ssp245_BCC-CSM2-MR/tas/llrmse_climax,test/ssp245_BCC-CSM2-MR/llrmse_climax,test/ssp245_CAS-ESM2-0/pr/llrmse_climax,test/ssp245_CAS-ESM2-0/tas/llrmse_climax,test/ssp245_CAS-ESM2-0/llrmse_climax,test/ssp245_CNRM-CM6-1-HR/pr/llrmse_climax,test/ssp245_CNRM-CM6-1-HR/tas/llrmse_climax,test/ssp245_CNRM-CM6-1-HR/llrmse_climax,test/ssp245_EC-Earth3/pr/llrmse_climax,test/ssp245_EC-Earth3/tas/llrmse_climax,test/ssp245_EC-Earth3/llrmse_climax,test/ssp245_EC-Earth3-Veg-LR/pr/llrmse_climax,test/ssp245_EC-Earth3-Veg-LR/tas/llrmse_climax,test/ssp245_EC-Earth3-Veg-LR/llrmse_climax,test/ssp245_FGOALS-f3-L/pr/llrmse_climax,test/ssp245_FGOALS-f3-L/tas/llrmse_climax,test/ssp245_FGOALS-f3-L/llrmse_climax,test/ssp245_GFDL-ESM4/pr/llrmse_climax,test/ssp245_GFDL-ESM4/tas/llrmse_climax,test/ssp245_GFDL-ESM4/llrmse_climax,test/ssp245_INM-CM4-8/pr/llrmse_climax,test/ssp245_INM-CM4-8/tas/llrmse_climax,test/ssp245_INM-CM4-8/llrmse_climax,test/ssp245_INM-CM5-0/pr/llrmse_climax,test/ssp245_INM-CM5-0/tas/llrmse_climax,test/ssp245_INM-CM5-0/llrmse_climax,test/ssp245_MPI-ESM1-2-HR/pr/llrmse_climax,test/ssp245_MPI-ESM1-2-HR/tas/llrmse_climax,test/ssp245_MPI-ESM1-2-HR/llrmse_climax,test/ssp245_MRI-ESM2-0/pr/llrmse_climax,test/ssp245_MRI-ESM2-0/tas/llrmse_climax,test/ssp245_MRI-ESM2-0/llrmse_climax,test/ssp245_NorESM2-LM/pr/llrmse_climax,test/ssp245_NorESM2-LM/tas/llrmse_climax,test/ssp245_NorESM2-LM/llrmse_climax,test/ssp245_NorESM2-MM/pr/llrmse_climax,test/ssp245_NorESM2-MM/tas/llrmse_climax,test/ssp245_NorESM2-MM/llrmse_climax,test/ssp245_TaiESM1/pr/llrmse_climax,test/ssp245_TaiESM1/tas/llrmse_climax,test/ssp245_TaiESM1/llrmse_climax,test/ssp245_AWI-CM-1-1-MR/pr/mse,test/ssp245_AWI-CM-1-1-MR/tas/mse,test/ssp245_AWI-CM-1-1-MR/mse,test/ssp245_BCC-CSM2-MR/pr/mse,test/ssp245_BCC-CSM2-MR/tas/mse,test/ssp245_BCC-CSM2-MR/mse,test/ssp245_CAS-ESM2-0/pr/mse,test/ssp245_CAS-ESM2-0/tas/mse,test/ssp245_CAS-ESM2-0/mse,test/ssp245_CNRM-CM6-1-HR/pr/mse,test/ssp245_CNRM-CM6-1-HR/tas/mse,test/ssp245_CNRM-CM6-1-HR/mse,test/ssp245_EC-Earth3/pr/mse,test/ssp245_EC-Earth3/tas/mse,test/ssp245_EC-Earth3/mse,test/ssp245_EC-Earth3-Veg-LR/pr/mse,test/ssp245_EC-Earth3-Veg-LR/tas/mse,test/ssp245_EC-Earth3-Veg-LR/mse,test/ssp245_FGOALS-f3-L/pr/mse,test/ssp245_FGOALS-f3-L/tas/mse,test/ssp245_FGOALS-f3-L/mse,test/ssp245_GFDL-ESM4/pr/mse,test/ssp245_GFDL-ESM4/tas/mse,test/ssp245_GFDL-ESM4/mse,test/ssp245_INM-CM4-8/pr/mse,test/ssp245_INM-CM4-8/tas/mse,test/ssp245_INM-CM4-8/mse,test/ssp245_INM-CM5-0/pr/mse,test/ssp245_INM-CM5-0/tas/mse,test/ssp245_INM-CM5-0/mse,test/ssp245_MPI-ESM1-2-HR/pr/mse,test/ssp245_MPI-ESM1-2-HR/tas/mse,test/ssp245_MPI-ESM1-2-HR/mse,test/ssp245_MRI-ESM2-0/pr/mse,test/ssp245_MRI-ESM2-0/tas/mse,test/ssp245_MRI-ESM2-0/mse,test/ssp245_NorESM2-LM/pr/mse,test/ssp245_NorESM2-LM/tas/mse,test/ssp245_NorESM2-LM/mse,test/ssp245_NorESM2-MM/pr/mse,test/ssp245_NorESM2-MM/tas/mse,test/ssp245_NorESM2-MM/mse,test/ssp245_TaiESM1/pr/mse,test/ssp245_TaiESM1/tas/mse,test/ssp245_TaiESM1/mse,test/ssp245_AWI-CM-1-1-MR/pr/rmse,test/ssp245_AWI-CM-1-1-MR/tas/rmse,test/ssp245_AWI-CM-1-1-MR/rmse,test/ssp245_BCC-CSM2-MR/pr/rmse,test/ssp245_BCC-CSM2-MR/tas/rmse,test/ssp245_BCC-CSM2-MR/rmse,test/ssp245_CAS-ESM2-0/pr/rmse,test/ssp245_CAS-ESM2-0/tas/rmse,test/ssp245_CAS-ESM2-0/rmse,test/ssp245_CNRM-CM6-1-HR/pr/rmse,test/ssp245_CNRM-CM6-1-HR/tas/rmse,test/ssp245_CNRM-CM6-1-HR/rmse,test/ssp245_EC-Earth3/pr/rmse,test/ssp245_EC-Earth3/tas/rmse,test/ssp245_EC-Earth3/rmse,test/ssp245_EC-Earth3-Veg-LR/pr/rmse,test/ssp245_EC-Earth3-Veg-LR/tas/rmse,test/ssp245_EC-Earth3-Veg-LR/rmse,test/ssp245_FGOALS-f3-L/pr/rmse,test/ssp245_FGOALS-f3-L/tas/rmse,test/ssp245_FGOALS-f3-L/rmse,test/ssp245_GFDL-ESM4/pr/rmse,test/ssp245_GFDL-ESM4/tas/rmse,test/ssp245_GFDL-ESM4/rmse,test/ssp245_INM-CM4-8/pr/rmse,test/ssp245_INM-CM4-8/tas/rmse,test/ssp245_INM-CM4-8/rmse,test/ssp245_INM-CM5-0/pr/rmse,test/ssp245_INM-CM5-0/tas/rmse,test/ssp245_INM-CM5-0/rmse,test/ssp245_MPI-ESM1-2-HR/pr/rmse,test/ssp245_MPI-ESM1-2-HR/tas/rmse,test/ssp245_MPI-ESM1-2-HR/rmse,test/ssp245_MRI-ESM2-0/pr/rmse,test/ssp245_MRI-ESM2-0/tas/rmse,test/ssp245_MRI-ESM2-0/rmse,test/ssp245_NorESM2-LM/pr/rmse,test/ssp245_NorESM2-LM/tas/rmse,test/ssp245_NorESM2-LM/rmse,test/ssp245_NorESM2-MM/pr/rmse,test/ssp245_NorESM2-MM/tas/rmse,test/ssp245_NorESM2-MM/rmse,test/ssp245_TaiESM1/pr/rmse,test/ssp245_TaiESM1/tas/rmse,test/ssp245_TaiESM1/rmse,test/ssp245_AWI-CM-1-1-MR/pr/llrmse_wheather_bench,test/ssp245_AWI-CM-1-1-MR/tas/llrmse_wheather_bench,test/ssp245_AWI-CM-1-1-MR/llrmse_wheather_bench,test/ssp245_BCC-CSM2-MR/pr/llrmse_wheather_bench,test/ssp245_BCC-CSM2-MR/tas/llrmse_wheather_bench,test/ssp245_BCC-CSM2-MR/llrmse_wheather_bench,test/ssp245_CAS-ESM2-0/pr/llrmse_wheather_bench,test/ssp245_CAS-ESM2-0/tas/llrmse_wheather_bench,test/ssp245_CAS-ESM2-0/llrmse_wheather_bench,test/ssp245_CNRM-CM6-1-HR/pr/llrmse_wheather_bench,test/ssp245_CNRM-CM6-1-HR/tas/llrmse_wheather_bench,test/ssp245_CNRM-CM6-1-HR/llrmse_wheather_bench,test/ssp245_EC-Earth3/pr/llrmse_wheather_bench,test/ssp245_EC-Earth3/tas/llrmse_wheather_bench,test/ssp245_EC-Earth3/llrmse_wheather_bench,test/ssp245_EC-Earth3-Veg-LR/pr/llrmse_wheather_bench,test/ssp245_EC-Earth3-Veg-LR/tas/llrmse_wheather_bench,test/ssp245_EC-Earth3-Veg-LR/llrmse_wheather_bench,test/ssp245_FGOALS-f3-L/pr/llrmse_wheather_bench,test/ssp245_FGOALS-f3-L/tas/llrmse_wheather_bench,test/ssp245_FGOALS-f3-L/llrmse_wheather_bench,test/ssp245_GFDL-ESM4/pr/llrmse_wheather_bench,test/ssp245_GFDL-ESM4/tas/llrmse_wheather_bench,test/ssp245_GFDL-ESM4/llrmse_wheather_bench,test/ssp245_INM-CM4-8/pr/llrmse_wheather_bench,test/ssp245_INM-CM4-8/tas/llrmse_wheather_bench,test/ssp245_INM-CM4-8/llrmse_wheather_bench,test/ssp245_INM-CM5-0/pr/llrmse_wheather_bench,test/ssp245_INM-CM5-0/tas/llrmse_wheather_bench,test/ssp245_INM-CM5-0/llrmse_wheather_bench,test/ssp245_MPI-ESM1-2-HR/pr/llrmse_wheather_bench,test/ssp245_MPI-ESM1-2-HR/tas/llrmse_wheather_bench,test/ssp245_MPI-ESM1-2-HR/llrmse_wheather_bench,test/ssp245_MRI-ESM2-0/pr/llrmse_wheather_bench,test/ssp245_MRI-ESM2-0/tas/llrmse_wheather_bench,test/ssp245_MRI-ESM2-0/llrmse_wheather_bench,test/ssp245_NorESM2-LM/pr/llrmse_wheather_bench,test/ssp245_NorESM2-LM/tas/llrmse_wheather_bench,test/ssp245_NorESM2-LM/llrmse_wheather_bench,test/ssp245_NorESM2-MM/pr/llrmse_wheather_bench,test/ssp245_NorESM2-MM/tas/llrmse_wheather_bench,test/ssp245_NorESM2-MM/llrmse_wheather_bench,test/ssp245_TaiESM1/pr/llrmse_wheather_bench,test/ssp245_TaiESM1/tas/llrmse_wheather_bench,test/ssp245_TaiESM1/llrmse_wheather_bench,test/ssp245_AWI-CM-1-1-MR/pr/nrmse_climate_bench,test/ssp245_AWI-CM-1-1-MR/tas/nrmse_climate_bench,test/ssp245_AWI-CM-1-1-MR/nrmse_climate_bench,test/ssp245_BCC-CSM2-MR/pr/nrmse_climate_bench,test/ssp245_BCC-CSM2-MR/tas/nrmse_climate_bench,test/ssp245_BCC-CSM2-MR/nrmse_climate_bench,test/ssp245_CAS-ESM2-0/pr/nrmse_climate_bench,test/ssp245_CAS-ESM2-0/tas/nrmse_climate_bench,test/ssp245_CAS-ESM2-0/nrmse_climate_bench,test/ssp245_CNRM-CM6-1-HR/pr/nrmse_climate_bench,test/ssp245_CNRM-CM6-1-HR/tas/nrmse_climate_bench,test/ssp245_CNRM-CM6-1-HR/nrmse_climate_bench,test/ssp245_EC-Earth3/pr/nrmse_climate_bench,test/ssp245_EC-Earth3/tas/nrmse_climate_bench,test/ssp245_EC-Earth3/nrmse_climate_bench,test/ssp245_EC-Earth3-Veg-LR/pr/nrmse_climate_bench,test/ssp245_EC-Earth3-Veg-LR/tas/nrmse_climate_bench,test/ssp245_EC-Earth3-Veg-LR/nrmse_climate_bench,test/ssp245_FGOALS-f3-L/pr/nrmse_climate_bench,test/ssp245_FGOALS-f3-L/tas/nrmse_climate_bench,test/ssp245_FGOALS-f3-L/nrmse_climate_bench,test/ssp245_GFDL-ESM4/pr/nrmse_climate_bench,test/ssp245_GFDL-ESM4/tas/nrmse_climate_bench,test/ssp245_GFDL-ESM4/nrmse_climate_bench,test/ssp245_INM-CM4-8/pr/nrmse_climate_bench,test/ssp245_INM-CM4-8/tas/nrmse_climate_bench,test/ssp245_INM-CM4-8/nrmse_climate_bench,test/ssp245_INM-CM5-0/pr/nrmse_climate_bench,test/ssp245_INM-CM5-0/tas/nrmse_climate_bench,test/ssp245_INM-CM5-0/nrmse_climate_bench,test/ssp245_MPI-ESM1-2-HR/pr/nrmse_climate_bench,test/ssp245_MPI-ESM1-2-HR/tas/nrmse_climate_bench,test/ssp245_MPI-ESM1-2-HR/nrmse_climate_bench,test/ssp245_MRI-ESM2-0/pr/nrmse_climate_bench,test/ssp245_MRI-ESM2-0/tas/nrmse_climate_bench,test/ssp245_MRI-ESM2-0/nrmse_climate_bench,test/ssp245_NorESM2-LM/pr/nrmse_climate_bench,test/ssp245_NorESM2-LM/tas/nrmse_climate_bench,test/ssp245_NorESM2-LM/nrmse_climate_bench,test/ssp245_NorESM2-MM/pr/nrmse_climate_bench,test/ssp245_NorESM2-MM/tas/nrmse_climate_bench,test/ssp245_NorESM2-MM/nrmse_climate_bench,test/ssp245_TaiESM1/pr/nrmse_climate_bench,test/ssp245_TaiESM1/tas/nrmse_climate_bench,test/ssp245_TaiESM1/nrmse_climate_bench
"['AWI-CM-1-1-MR', 'climax', 'run2', 'single_emulator', 'tas+pr']",2.611767205976144e-05,0.0013599685177425888,0.0014915911170111428,1.113248031748651e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000482896081549388,0.00049950614645346,0.000981845987809426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010217616215620156,0.001072791654022057,0.0020933767562094194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007615164333562492,0.0007576505625436838,0.0015191219198526487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1652401832860264,0.22667913881531127,0.3903017520110953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['AWI-CM-1-1-MR', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.0001434313565389313,0.004332573495635559,0.006034378165263941,4.020149928468962e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026009249458620984,0.0039148694174937935,0.006472161942154453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003404268872399733,0.005072490777418436,0.00841866999120711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004090917527920739,0.005993341350537442,0.009994460273210538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02607094309474034,0.030815725335476267,0.05664396820355597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['AWI-CM-1-1-MR', 'run2', 'single_emulator', 'tas+pr', 'unet']",3.0253652792890527e-05,0.03077140961718144,0.030785226154444095,0.00024045559382840652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014598587888330725,0.014471242123169139,0.02906930912091258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024893019100543215,0.02502139678212905,0.04991343677687762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020743928380746603,0.02101824864829079,0.04176082326198683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48224059189671903,0.6599543039239998,1.1420114103848196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['BCC-CSM2-MR', 'climax', 'run2', 'single_emulator', 'tas+pr']",2.0179259688802456e-05,,,,0.002696862831608936,0.002765584470656134,2.130205027743712e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001109134725685762,0.00100524522117181,0.002113194889866957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002665179852178814,0.0026364778381076028,0.005298670604377422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024976476003613444,0.0024434002711653017,0.004938624078441562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2405409848355176,0.2877090770691948,0.5223016386865782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['BCC-CSM2-MR', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",9.248269135370867e-05,,,,0.010994556453438007,0.01260459533264132,9.218159107916487e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007376878156309457,0.007618486540352119,0.014995352141441317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011659653371498935,0.013164151106297558,0.02482380254235367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013059517048075831,0.014552653688341773,0.0276121704270665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08852249490569292,0.12341842664983878,0.21046967621020715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['BCC-CSM2-MR', 'run2', 'single_emulator', 'tas+pr', 'unet']",4.6743564254785565e-05,,,,0.009145982866191156,0.008282642406280764,6.802809961301547e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004348110728534209,0.003701816207642585,0.008045389933390774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009048395381124076,0.008366351741645968,0.01740421821496148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00895714322173031,0.008196123334662232,0.017149642396348953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2531472016806933,1.7352037396925368,2.9819476088526917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['CAS-ESM2-0', 'climax', 'run2', 'single_emulator', 'tas+pr']",1.281310401026449e-05,,,,,,,0.004561904639541103,0.004339164409928305,3.4768262315791494e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0017061468916990319,0.0016133778164578846,0.00331951221287078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0039904101393427845,0.0037717378500364525,0.007762120195134625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00407329899651669,0.003914566750339284,0.007987030092303398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6712002381337303,0.8218742604212473,1.4897704855225156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['CAS-ESM2-0', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.0001308922883054134,,,,,,,0.011030288152043854,0.013216271232165091,9.468027308344532e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008487113998733595,0.010454253303096697,0.01893899362904349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01104095734899866,0.013618783625674844,0.02465651421339796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013273685896782341,0.015748437572794028,0.02901640433634888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029296280561674156,0.004003206324748451,0.032167310238109766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['CAS-ESM2-0', 'run2', 'single_emulator', 'tas+pr', 'unet']",3.18300016165227e-05,,,,,,,0.011766516373214374,0.012477310015827029,9.463919889868223e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004351986179933598,0.0050095661604563115,0.009361503316328856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007280610178635281,0.008371609365104024,0.015652160962299856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006428400406625484,0.006879055948150494,0.013300449017618671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5765553010654131,0.5177604905808447,1.0918380930061968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['CNRM-CM6-1-HR', 'climax', 'run2', 'single_emulator', 'tas+pr']",1.2886152879012013e-05,,,,,,,,,,0.004219681059612561,0.004600453181732054,3.445341341058865e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002243925115744217,0.002408734617052477,0.0046526434097421505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004918743811131891,0.005204479614259747,0.010123185061916189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004329577594475663,0.004487149147728084,0.00881662689320232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49285549216204805,0.46712628191358796,0.9599720876145561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['CNRM-CM6-1-HR', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.00015565332103522448,,,,,,,,,,0.01935017940193238,0.019795643909594908,0.00015286459872533104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012074532580401314,0.012703149067607541,0.02477404755022636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017470482582580618,0.018028638118683885,0.035493434275982935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019654669998871426,0.020010503615051738,0.039657045346051925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019940474341300654,0.014119416819715177,0.03379811844519622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['CNRM-CM6-1-HR', 'run2', 'single_emulator', 'tas+pr', 'unet']",4.440396863031341e-06,,,,,,,,,,0.01840855573554261,0.0167083992755639,0.00013707544283710679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008891353524898055,0.008305058615551291,0.01718828580753926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015408614973143664,0.014255437339288577,0.02964937585411569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014398974621997605,0.013585223832005182,0.027970500899172097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5533539247837358,0.512340701037383,1.065319414157374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['EC-Earth3', 'climax', 'run2', 'single_emulator', 'tas+pr']",2.935187513390528e-05,,,,,,,,,,,,,0.003351478562248922,0.0034647564280665543,2.6615192392510426e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003658012982666814,0.0037517275876799805,0.007409358876109365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007897501658198918,0.008162946234843298,0.016059571739862576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007359313275736661,0.007583263472031811,0.014941534213873146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4242493006605596,0.41902176348651143,0.8413185129055947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['EC-Earth3', 'conv_lstm', 'run2', 'single_emulator', 'tas+pr']",0.00012003065417067657,,,,,,,,,,,,,0.017543689301274153,0.016490889909764633,0.00013292519909746014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011941269711566303,0.011862979638946808,0.023801866517811233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016298259944074873,0.016228775610924055,0.032523515841540895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01858173498992029,0.01849845644450838,0.03707351712020128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05037450275273848,0.07208702553372495,0.12130509229655172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['EC-Earth3', 'run2', 'single_emulator', 'tas+pr', 'unet']",3.11563131336211e-05,,,,,,,,,,,,,0.022891541289048804,0.022128839756779605,0.00017583510202640357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010613446852202656,0.010187939644878607,0.020798171593623252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01991755396223685,0.019287358064328925,0.03919938868082262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015068595388757527,0.01447169929114382,0.02953741273835462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13757100779772466,0.446380066899266,0.37682269911001554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
